id,sanctions_translated,sanctions_lemmatized,final_label
interpol-red-2015-56692,"participation in armed group (banditry), terrorist act, illegal acquisition and bearing of firearms",participation in armed group banditry terrorist act illegal acquisition and bearing of firearm,armed formation
interpol-red-2016-23429,participation in an illegal armed formation,participation in an illegal armed formation,armed formation
interpol-red-2021-35263,participation in illegal armed formation,participation in illegal armed formation,armed formation
interpol-red-2020-4738,participation in illegal armed formation,participation in illegal armed formation,armed formation
interpol-red-2017-171346,participation in illegal armed formation,participation in illegal armed formation,armed formation
interpol-red-2016-42291,participation in an illegal armed formation,participation in an illegal armed formation,armed formation
interpol-red-2015-74023,participation in illegal armed formation,participation in illegal armed formation,armed formation
interpol-red-2021-16217,participation in illegal armed formation,participation in illegal armed formation,armed formation
interpol-red-2015-82875,participation in an illegal armed formation,participation in an illegal armed formation,armed formation
interpol-red-2016-23700,participation in illegal armed formation,participation in illegal armed formation,armed formation
NK-hEL6tjxqDW3UqyrtBrWNtz,participation in illegal armed formation,participation in illegal armed formation,armed formation
interpol-red-2020-33402,participation in an illegal armed formation,participation in an illegal armed formation,armed formation
interpol-red-2017-154769,participation in illegal armed formation,participation in illegal armed formation,armed formation
interpol-red-2015-77948,participation in an illegal armed formation,participation in an illegal armed formation,armed formation
interpol-red-2019-22981,participation in the activity of an illegal armed formation,participation in the activity of an illegal armed formation,armed formation
interpol-red-2019-131090,participation in an illegal armed formation,participation in an illegal armed formation,armed formation
NK-SfgrW9pp79RbYQtmEHZFbg,participation in the activity of an illegal armed formation,participation in the activity of an illegal armed formation,armed formation
NK-b38MnehH44K73RvtRvEpxF,participation in illegal armed formation.,participation in illegal armed formation,armed formation
